id,gear_size_id,ratio_code_id,ex_ratio,t2n,p1n,gear_efficiency_id,item_name
2026,84,280,267.400000000000000000000000000000,200.000000000000000000000000000000,0.110000000000000000000000000000,50,C303C201D28
2027,84,315,315.700000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,50,C303C201D32
2028,84,355,351.900000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,50,C303C201D36
2029,84,400,393.300000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,50,C303C201D40
2030,84,450,417.500000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,50,C303C201D45
2031,86,500,496.800000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301D50
2032,86,560,569.300000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301D56
2033,86,630,648.600000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301D63
2034,86,710,703.800000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301D71
2035,86,800,765.900000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301D80
2036,86,900,848.700000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301D90
2037,86,1000,948.800000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301Е10
2038,86,1120,1114.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E11
2039,86,1250,1221.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E13
2040,86,1400,1325.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E14
2041,86,1600,1597.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E16
2042,86,1800,1787.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E18
2043,86,2000,1898.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E20
2044,86,2240,3843.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E22
2045,86,2500,2427.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E25
2046,86,2800,2926.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E28
2047,86,3150,3274.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E32
2048,86,3550,3476.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E36
2049,86,4000,3843.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E40
2050,86,4500,4506.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E45
2051,86,5000,5119.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E50
2052,86,5600,5524.000000000000000000000000000000,200.000000000000000000000000000000,0.000000000000000000000000000000,60,C303C301E56
2053,88,100,105.900000000000000000000000000000,270.000000000000000000000000000000,0.390000000000000000000000000000,40,C204C203D10
2054,88,112,117.500000000000000000000000000000,270.000000000000000000000000000000,0.350000000000000000000000000000,40,C204C203D11
2055,88,125,134.600000000000000000000000000000,270.000000000000000000000000000000,0.300000000000000000000000000000,40,C204C203D13
2056,88,140,147.800000000000000000000000000000,270.000000000000000000000000000000,0.280000000000000000000000000000,40,C204C203D14
2057,88,160,166.300000000000000000000000000000,270.000000000000000000000000000000,0.250000000000000000000000000000,40,C204C203D16
2058,88,180,178.200000000000000000000000000000,270.000000000000000000000000000000,0.230000000000000000000000000000,40,C204C203D18
2059,90,200,202.000000000000000000000000000000,270.000000000000000000000000000000,0.200000000000000000000000000000,40,C204C303D20
2060,90,224,228.400000000000000000000000000000,270.000000000000000000000000000000,0.180000000000000000000000000000,50,C204C303D22
2061,92,250,243.500000000000000000000000000000,300.000000000000000000000000000000,0.190000000000000000000000000000,50,C304C203D25
2062,92,280,275.100000000000000000000000000000,300.000000000000000000000000000000,0.170000000000000000000000000000,50,C304C203D28
2063,92,315,305.300000000000000000000000000000,300.000000000000000000000000000000,0.150000000000000000000000000000,50,C304C203D32
2064,92,355,349.900000000000000000000000000000,300.000000000000000000000000000000,0.130000000000000000000000000000,50,C304C203D36
2065,92,400,384.200000000000000000000000000000,300.000000000000000000000000000000,0.120000000000000000000000000000,50,C304C203D40
2066,92,450,384.200000000000000000000000000000,300.000000000000000000000000000000,0.120000000000000000000000000000,50,C304C203D45
2067,92,500,463.100000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,50,C304C203D50
2068,94,560,524.800000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303D56
2069,94,630,593.400000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303D63
2070,94,710,675.700000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303D71
2071,94,800,761.500000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303D80
2072,94,900,864.400000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303D90
2073,94,1000,922.700000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303Е10
2074,94,1120,1039.000000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303E11
2075,94,1250,1183.000000000000000000000000000000,300.000000000000000000000000000000,0.000000000000000000000000000000,60,C304C303E13
